Date & Time,Longitude,Latitude,GPS Hight,GPS Satellites,PCC Serving Cell RSRP(dBm),PCC Serving Cell RSRQ(dB),PCC Serving Cell RSSI(dBm)
	2017-03-15 12:50:44,121.430798,31.020796,23.39,19.0,-82.25,-9.25,-57.13
	2017-03-15 12:50:45,121.430749,31.020777,23.16,19.0,-83.75,-9.75,-54.0
	2017-03-15 12:50:46,121.430695,31.020758,23.61,19.0,-85.13,-9.5,-55.63
	2017-03-15 12:50:47,121.430639,31.020737,23.92,19.0,-86.5,-9.13,-57.5
	2017-03-15 12:50:48,121.430567,31.02071,24.16,19.0,-90.13,-10.0,-60.25
	2017-03-15 12:50:49,121.430505,31.020685,24.04,19.0,-88.88,-9.88,-59.0
	2017-03-15 12:50:50,121.430447,31.020662,24.51,19.0,-85.0,-9.13,-56.25
	2017-03-15 12:50:51,121.43038,31.020639,24.74,19.0,-80.88,-7.63,-55.38
	2017-03-15 12:50:52,121.430311,31.020617,24.54,19.0,-77.88,-7.75,-50.13
	2017-03-15 12:50:53,121.430241,31.020593,24.55,19.0,-77.0,-6.0,-52.0
	2017-03-15 12:50:54,121.430174,31.020571,25.15,19.0,-76.25,-7.13,-49.13
	2017-03-15 12:50:55,121.430094,31.020547,25.23,19.0,-78.0,-8.63,-51.63
	2017-03-15 12:50:56,121.430021,31.020526,24.95,19.0,-82.0,-8.88,-53.88
	2017-03-15 12:50:57,121.429943,31.020499,24.09,19.0,-85.0,-8.5,-56.5
	2017-03-15 12:50:58,121.429859,31.020473,23.76,19.0,-77.38,-12.0,-45.38
	2017-03-15 12:50:59,121.429772,31.020448,23.83,19.0,-78.88,-7.88,-53.0
	2017-03-15 12:51:00,121.429688,31.020426,23.58,19.0,-77.25,-7.75,-52.0
	2017-03-15 12:51:01,121.429609,31.020405,23.02,19.0,-74.88,-7.88,-50.88
	2017-03-15 12:51:02,121.429532,31.020384,21.86,19.0,-72.25,-7.75,-49.63
	2017-03-15 12:51:03,121.429467,31.020367,20.84,19.0,-70.88,-8.5,-42.38
	2017-03-15 12:51:04,121.429395,31.020349,19.96,19.0,-73.0,-7.25,-45.75
	2017-03-15 12:51:05,121.429331,31.020333,19.51,19.0,-74.88,-6.88,-48.75
	2017-03-15 12:51:06,121.429257,31.020313,19.07,19.0,-74.13,-8.0,-46.13
	2017-03-15 12:51:07,121.429186,31.020291,18.75,19.0,-73.38,-8.38,-45.0
	2017-03-15 12:51:08,121.429119,31.020274,19.02,19.0,-71.88,-6.88,-44.88
	2017-03-15 12:51:09,121.429044,31.020254,19.09,19.0,-72.38,-6.25,-46.38
	2017-03-15 12:51:10,121.428963,31.02023,19.03,19.0,-72.5,-8.75,-50.13
	2017-03-15 12:51:11,121.428881,31.020203,18.92,19.0,-71.5,-10.5,-47.25
	2017-03-15 12:51:12,121.428801,31.020178,18.76,19.0,-69.25,-6.25,-46.0
	2017-03-15 12:51:13,121.428729,31.020154,19.05,19.0,-66.75,-6.25,-45.63
	2017-03-15 12:51:14,121.428661,31.020129,19.85,19.0,-68.75,-7.38,-46.25
	2017-03-15 12:51:15,121.428589,31.020102,20.6,19.0,-69.13,-7.75,-41.38
