arranged_timestamp,longitude,latitude,altimeter,mag_x,mag_y,mag_z,screen,microphone_l,microphone_r
2017-12-01T14:31:06Z,121.4373153,31.02793337,102.9511719,-4.62836504,-41.22789383,-27.42329788,100,-18.14199,-18.14199
2017-12-01T14:31:07Z,121.4371956,31.02805012,102.9506226,-3.482644081,-44.58621979,-22.73935127,,,
2017-12-01T14:31:08Z,,,102.9511719,-4.62836504,-41.22789383,-27.42329788,100,-18.14199,-18.14199
2017-12-01T14:31:09Z,121.437312,31.02814915,102.9517288,-7.206727505,-38.60764313,-27.65174103,100,-17.80976,-17.80976
2017-12-01T14:31:10Z,,,102.9527512,-0.098761559,-37.04325104,-31.79694176,100,-25.93423,-25.93423
2017-12-01T14:31:11Z,,,102.9530716,0.376159668,-37.46030426,-31.61705017,100,-29.83518,-29.83518
2017-12-01T14:31:12Z,,,102.953804,6.400267601,-35.61366653,-34.10507584,100,-23.33188,-23.33188
2017-12-01T14:31:13Z,,,102.9540329,8.131331444,-37.0783577,-32.52951813,100,-11.91932,-11.91932
2017-12-01T14:31:14Z,,,102.9548492,4.636193275,-38.44794083,-31.50831223,100,-15.82028,-15.82028
2017-12-01T14:31:15Z,,,102.955162,2.07752037,-36.69223022,-33.7592392,100,-12.30927,-12.30927
2017-12-01T14:31:16Z,,,102.9554214,-7.461927414,-33.17021561,-36.34523392,100,-22.89756,-22.89756
2017-12-01T14:31:17Z,,,102.9555359,4.984606743,-35.60407257,-34.82275391,100,-15.51127,-15.51127
2017-12-01T14:31:18Z,,,102.9555435,1.780891418,-31.22098351,-38.902565,100,-23.31317,-23.31317
2017-12-01T14:31:19Z,,,102.9556808,-2.097621918,-34.43844223,-35.64901352,100,-18.29411,-18.29411
2017-12-01T14:31:20Z,,,102.9559174,0.014876366,-31.03347969,-38.46253204,99,-15.84986,-15.84986
2017-12-01T14:31:21Z,,,102.9559174,-7.486954212,-31.42026329,-36.59215927,97,-19.07283,-19.07283
2017-12-01T14:31:22Z,121.4370594,31.02791017,102.9555969,-9.276182175,-33.20380783,-34.66404724,96,-16.8214,-16.8214
2017-12-01T14:31:23Z,,,102.9554443,-10.45008183,-31.35949516,-36.5433197,95,-12.75959,-12.75959
2017-12-01T14:31:24Z,,,102.9551392,-9.193422318,-30.59034157,-38.19119263,96,-25.57701,-25.57701
2017-12-01T14:31:25Z,,,102.9545975,-6.218822479,-30.83408928,-38.13367462,97,-22.57926,-22.57926
2017-12-01T14:31:26Z,,,102.9536438,-8.319739342,-31.81225395,-36.75958252,98,-15.23343,-15.23343
2017-12-01T14:31:27Z,,,102.9516525,-9.111131668,-29.82894707,-37.61122131,100,-20.46207,-20.46207
2017-12-01T14:31:28Z,121.4372449,31.02782284,102.9508133,-14.76190948,-23.75471115,-39.61746979,100,-21.20925,-21.20925
2017-12-01T14:31:29Z,,,102.9499359,-13.07802963,-27.60598183,-38.30445862,100,-26.13816,-26.13816
2017-12-01T14:31:30Z,,,102.9490051,-20.72808838,-26.93548775,-34.85561371,100,-18.64466,-18.64466
2017-12-01T14:31:31Z,,,102.9473724,-26.81137848,-26.93051147,-29.99999809,100,-21.85955,-21.85955
2017-12-01T14:31:32Z,,,102.9462814,-27.79964447,-24.61094666,-31.27227783,100,-2.975844,-2.975844
2017-12-01T14:31:33Z,,,102.9451752,-28.22086716,-26.09179688,-30.48407364,100,-18.7862,-18.7862
2017-12-01T14:31:34Z,,,102.9442444,-28.43418884,-28.52271461,-28.25818634,100,-24.35899,-24.35899
2017-12-01T14:31:35Z,,,102.9432678,-26.92917252,-24.86399651,-32.2671051,100,-18.41182,-18.41182
2017-12-01T14:31:36Z,,,102.9432678,-28.45101166,-21.8263855,-32.68487549,100,-14.71352,-14.71352
2017-12-01T14:31:37Z,,,102.9433289,-28.89241028,-17.52770042,-34.8091011,100,-16.46199,-16.46199
2017-12-01T14:31:38Z,,,102.9437485,-20.22789383,-31.25138283,-31.56738472,100,-13.65896,-13.65896
2017-12-01T14:31:39Z,121.4372777,31.02782328,102.9443512,-22.38829422,-25.97132874,-34.00566864,100,-15.78339,-15.78339
2017-12-01T14:31:40Z,,,102.9452896,-36.09006119,4.705327511,-30.35066986,100,-14.07843,-14.07843
2017-12-01T14:31:41Z,,,102.9462585,-29.13668823,-9.007295609,-37.44582748,98,-11.86787,-11.86787
2017-12-01T14:31:42Z,,,102.9473419,-17.31758499,-25.62784386,-38.09631729,95,-12.621,-12.621
2017-12-01T14:31:43Z,,,102.9475632,-20.52261353,-26.53255081,-35.84737396,92,-5.709184,-5.709184
2017-12-01T14:31:44Z,,,102.9483566,-16.5761776,-32.79473114,-32.58242035,89,-2.93971,-2.93971
2017-12-01T14:31:45Z,121.4372775,31.02782771,102.9484787,-27.2031498,-20.59442711,-34.37466431,85,-7.191398,-7.191398
2017-12-01T14:31:46Z,,,102.9486694,-33.75104141,0.927376747,-32.99546051,82,-21.0602,-21.0602
2017-12-01T14:31:47Z,,,102.9495697,-27.06203842,-13.59985542,-35.99737167,78,-19.38404,-19.38404
2017-12-01T14:31:48Z,,,102.9495697,-22.09143639,-22.55932617,-37.13637543,82,-4.213418,-4.213418
2017-12-01T14:31:49Z,,,102.9495392,-13.28103828,-25.6807251,-39.95671082,87,-10.90077,-10.90077
2017-12-01T14:31:50Z,,,102.9494781,-4.985673904,-34.81156921,-34.71303558,91,-29.62307,-29.62307
2017-12-01T14:31:51Z,,,102.9489136,7.073643684,-34.49752426,-35.42193604,96,-23.10413,-23.10413
2017-12-01T14:31:52Z,,,102.9482117,15.7515192,-33.16073608,-34.59276962,100,-19.24987,-19.24987
2017-12-01T14:31:53Z,,,102.9480057,8.729039192,-34.52140808,-35.69725037,100,-20.62512,-20.62512
2017-12-01T14:31:54Z,,,102.9478912,7.680462837,-33.93785858,-36.0520134,100,-23.96879,-23.96879
2017-12-01T14:31:55Z,,,102.9478912,0.881302834,-32.8517189,-37.29125977,100,-12.08786,-12.08786
2017-12-01T14:31:56Z,121.4377702,31.02785013,102.9478912,3.721705437,-35.2881012,-35.63395691,100,-15.98881,-15.98881
2017-12-01T14:31:57Z,121.4374841,31.02792074,102.9474945,1.036988258,-32.31394196,-38.03512955,100,-18.66289,-18.66289
2017-12-01T14:31:58Z,121.437503,31.02789593,102.9474945,-0.350763321,-34.29462051,-36.40724945,100,-25.35024,-25.35024
2017-12-01T14:31:59Z,121.4374992,31.02787322,102.9478531,-0.282410622,-31.33955956,-39.04978943,100,-12.67689,-12.67689
2017-12-01T14:32:00Z,121.4375099,31.02785734,102.9479599,-1.913728714,-33.16010284,-37.06176376,100,-19.92151,-19.92151
2017-12-01T14:32:01Z,121.437525,31.02784191,102.9480515,3.900826454,-36.48613358,-33.82089996,100,-13.53112,-13.53112
2017-12-01T14:32:02Z,121.4375458,31.02782636,102.9486847,2.943024635,-32.94708633,-37.42520905,100,-24.6767,-24.6767
2017-12-01T14:32:03Z,121.4375574,31.0278117,102.9489975,2.681605339,-32.75416183,-37.58120728,100,-17.08468,-17.08468
2017-12-01T14:32:04Z,121.4375676,31.02779715,102.9495697,0.170758247,-31.5128994,-38.8598938,100,-10.34327,-10.34327
2017-12-01T14:32:05Z,121.4375817,31.02778328,102.950531,-0.242414474,-29.5704174,-40.03752136,100,-13.99252,-13.99252
2017-12-01T14:32:06Z,121.4375933,31.02777117,102.9511261,-2.709946632,-27.95036125,-41.15259171,100,-17.3362,-17.3362
2017-12-01T14:32:07Z,121.4376044,31.0277586,102.9517593,-7.982848167,-27.53718948,-40.70344543,100,-11.32407,-11.32407
2017-12-01T14:32:08Z,121.4376175,31.02774355,102.952652,1.881037712,-31.57271385,-38.65995789,100,-0.1144665,-0.1144665
2017-12-01T14:32:09Z,121.4376471,31.02772775,102.9527664,3.085988045,-30.73673439,-39.49853134,100,-12.3746,-12.3746
2017-12-01T14:32:10Z,121.4376808,31.02771153,102.9541931,-1.94165802,-29.66168404,-40.36437988,100,-19.63948,-19.63948
2017-12-01T14:32:11Z,121.4377119,31.02769628,102.9558563,1.166098595,-29.93010521,-40.26451492,100,-21.80064,-21.80064
2017-12-01T14:32:12Z,121.4377394,31.02768178,102.9571991,-0.629626274,-30.25196266,-39.67543411,100,-18.30228,-18.30228
2017-12-01T14:32:13Z,121.4377629,31.02766627,102.9586411,-0.261857033,-28.9251709,-40.94119263,100,-13.65299,-13.65299
2017-12-01T14:32:14Z,121.4377834,31.02765068,102.9606476,-0.085819244,-31.24479103,-38.89976883,100,-8.322398,-8.322398
2017-12-01T14:32:15Z,121.4378018,31.02763609,102.9620667,-6.377313614,-28.53859901,-40.28128815,100,-10.68655,-10.68655
