arranged_timestamp,longitude,latitude,altimeter,mag_x,mag_y,mag_z,screen,microphone_l,microphone_r
2017-12-01T14:30:02Z,121.437282,31.02818335,102.7187424,-7.038409233,-34.58152771,-28.27950668,100,-18.25224,-18.25224
2017-12-01T14:30:03Z,121.4368695,31.02801479,102.7187424,-7.038409233,-34.58152771,-28.27950668,100,-18.25224,-18.25224
2017-12-01T14:30:04Z,121.437346,31.02812673,102.7192078,-7.202305317,-34.31745529,-28.55855179,100,-17.16608,-17.16608
2017-12-01T14:30:05Z,121.4374091,31.02818289,102.7196655,-3.143104076,-35.09189987,-28.35191917,100,-19.76785,-19.76785
2017-12-01T14:30:06Z,121.4374091,31.02818289,102.7196655,-0.163464546,-34.17046356,-29.62269974,100,-25.34064,-25.34064
2017-12-01T14:30:07Z,121.4374091,31.02818289,102.7195129,-5.936282635,-34.51399231,-28.61288261,100,-34.56561,-34.56561
2017-12-01T14:30:08Z,121.4374091,31.02818289,102.7194748,-8.69985199,-34.31893539,-28.13672066,100,-8.291336,-8.291336
2017-12-01T14:30:09Z,121.4374091,31.02818289,,-6.515896797,-34.07667923,-29.00818825,100,-15.53596,-15.53596
2017-12-01T14:30:10Z,121.4374091,31.02818289,102.7192841,-1.410721064,-32.31723022,-31.60314178,100,-11.65943,-11.65943
2017-12-01T14:30:11Z,121.4374091,31.02818289,102.7191849,0.703742266,-35.38450241,-28.15303993,100,-16.67494,-16.67494
2017-12-01T14:30:12Z,121.4374091,31.02818289,102.7185822,0.98273325,-28.72675323,-33.65545273,100,-26.28241,-26.28241
2017-12-01T14:30:13Z,121.4374037,31.02815535,102.7180328,-6.37360096,-30.76263618,-31.17561722,100,-29.57738,-29.57738
2017-12-01T14:30:14Z,121.4374009,31.02814433,102.7180328,-4.860330582,-30.72636986,-31.48252296,100,-18.07971,-18.07971
2017-12-01T14:30:15Z,121.4374028,31.0281331,102.7184906,-8.427725792,-33.35282516,-27.84679794,100,-10.36381,-10.36381
2017-12-01T14:30:16Z,121.4374053,31.02812032,102.7192459,-12.26357555,-27.78380394,-32.19544601,100,-13.06368,-13.06368
2017-12-01T14:30:17Z,121.4374052,31.0281072,102.719902,-16.12140846,-27.90935898,-30.33232117,100,-15.80917,-15.80917
2017-12-01T14:30:18Z,121.4374059,31.02809664,102.7202759,-16.89528656,-27.30976486,-30.45665359,100,-10.14829,-10.14829
2017-12-01T14:30:19Z,121.4374057,31.02808813,102.720459,-19.40922165,-24.32473183,-31.47175789,100,-10.87856,-10.87856
2017-12-01T14:30:20Z,121.4374056,31.0280805,102.720459,-14.28495502,-26.79327202,-32.20159149,100,-15.70902,-15.70902
2017-12-01T14:30:21Z,121.4374089,31.02807434,102.7199783,-4.317675591,-28.5904808,-33.508564,100,-7.467183,-7.467183
2017-12-01T14:30:22Z,121.4374124,31.02806848,102.7199783,-4.289495468,-30.47350311,-31.80955315,100,-10.58473,-10.58473
2017-12-01T14:30:23Z,121.4374149,31.02806039,102.7202454,-6.393527985,-31.01571846,-30.91973305,100,-10.46931,-10.46931
2017-12-01T14:30:24Z,121.4374142,31.02805129,102.7203598,-4.924952507,-35.13811493,-26.45636749,99,-12.58182,-12.58182
