arranged_timestamp,longitude,latitude,altimeter,mag_x,mag_y,mag_z,screen,microphone_l,microphone_r
2017-12-01T14:31:07Z,121.4374445,31.02825011,102.8769531,-12.91186905,-37.49723434,-23.45980835,100,-15.39602,-15.39602
2017-12-01T14:31:08Z,121.4372219,31.02810456,102.8769531,9.290035248,-39.15485764,20.29684448,100,-15.39602,-15.39602
2017-12-01T14:31:09Z,121.4371998,31.02814165,102.8768997,10.19462204,-36.3634758,25.61083984,100,-11.12022,-11.12022
2017-12-01T14:31:10Z,121.4372955,31.02814764,102.8769531,11.3969841,-35.68648911,26.06903076,100,-20.80825,-20.80825
2017-12-01T14:31:11Z,121.4373391,31.02815422,102.8773041,9.811122894,-39.22237778,22.70309448,100,-20.82675,-20.82675
2017-12-01T14:31:12Z,121.4373512,31.02814483,102.8779449,9.510234833,-39.29641342,23.0753479,100,-18.42285,-18.42285
2017-12-01T14:31:13Z,121.4373654,31.02813201,102.878479,10.70928574,-40.12638474,21.21975708,100,-19.31446,-19.31446
2017-12-01T14:31:14Z,121.4373773,31.02812208,102.8793259,17.91965866,-37.94894028,20.83273315,100,-6.996565,-6.996565
2017-12-01T14:31:15Z,121.4373687,31.02811194,102.8801804,21.07320786,-39.84652328,12.78167725,100,-9.78296,-9.78296
2017-12-01T14:31:16Z,121.4373721,31.02809769,102.8804245,16.64110947,-40.1371727,16.63510132,100,-23.87905,-23.87905
2017-12-01T14:31:17Z,121.437373,31.02807983,102.8804245,20.24718857,-37.95287704,19.13339233,100,-14.99081,-14.99081
2017-12-01T14:31:18Z,121.4373804,31.02806772,102.8801422,24.5323143,-37.36567307,14.15109253,100,-17.67379,-17.67379
2017-12-01T14:31:19Z,121.437384,31.02805444,102.8798141,25.5922966,-33.52556992,19.00894165,98,-12.95626,-12.95626
2017-12-01T14:31:20Z,121.4373877,31.02804278,102.8795929,31.0806694,-32.1875267,14.10928345,96,-19.6436,-19.6436
2017-12-01T14:31:21Z,121.437393,31.02802963,102.8789902,29.49711227,-34.44147873,13.05877686,93,-11.77365,-11.77365
2017-12-01T14:31:22Z,121.4373993,31.02801563,102.8786316,32.50829697,-34.61393356,5.068206787,92,-9.517554,-9.517554
2017-12-01T14:31:23Z,121.4374059,31.02800289,102.8782654,28.96715927,-35.56695175,12.98641968,94,-12.30395,-12.30395
2017-12-01T14:31:24Z,121.4374134,31.02799078,102.8778305,26.56109238,-36.99387741,12.74563599,95,-18.13062,-18.13062
2017-12-01T14:31:25Z,121.4374221,31.02797938,102.8774338,19.42560959,-36.74929428,20.46530151,97,-18.83879,-18.83879
2017-12-01T14:31:26Z,121.4374322,31.02796772,102.8767853,28.2185173,-35.26736069,12.97592163,98,-20.13212,-20.13212
2017-12-01T14:31:27Z,121.4374434,31.02795557,102.8760757,35.82714462,-29.35261154,8.290252686,100,-14.20915,-14.20915
