arranged_timestamp,longitude,latitude,altimeter,mag_x,mag_y,mag_z,screen,microphone_l,microphone_r
2017-12-01T14:30:03Z,121.437189,31.02794268,102.7552032,7.390350342,-28.14233398,35.8782959,100,-3.872345,-3.872345
2017-12-01T14:30:04Z,121.4370041,31.02851427,102.7552032,7.390350342,-28.14233398,35.8782959,100,-3.872345,-3.872345
2017-12-01T14:30:05Z,121.4370879,31.02848803,102.7549286,21.66146851,-24.9755249,33.78894043,100,-17.80432,-17.80432
2017-12-01T14:30:06Z,121.4373155,31.02836515,102.7546921,18.36437988,-24.66156006,35.18945313,100,-15.68363,-15.68363
2017-12-01T14:30:07Z,121.4373824,31.02826947,102.7546539,3.191833496,-27.97525024,36.44824219,100,-16.79819,-16.79819
2017-12-01T14:30:08Z,121.4373995,31.02822094,102.7546921,1.159240723,-29.01742554,35.91357422,100,-16.90572,-16.90572
2017-12-01T14:30:09Z,121.4373995,31.02822094,102.7547989,11.3550415,-29.43450928,33.36181641,100,-12.01661,-12.01661
2017-12-01T14:30:10Z,121.4373949,31.0281792,,-3.950164795,-30.19815063,33.55822754,100,-15.91756,-15.91756
2017-12-01T14:30:11Z,121.4374081,31.02816868,102.7547989,-0.360900879,-31.71258545,33.3651123,100,-17.14795,-17.14795
2017-12-01T14:30:12Z,121.4374077,31.02815816,102.7547989,0.833374023,-32.46783447,32.47692871,100,-20.45698,-20.45698
2017-12-01T14:30:13Z,121.4374082,31.02814722,102.754715,-0.378814697,-34.11361694,31.20080566,100,-17.73609,-17.73609
2017-12-01T14:30:14Z,121.4374084,31.0281401,102.754715,-5.087677002,-31.91903687,32.65795898,100,-21.56832,-21.56832
2017-12-01T14:30:15Z,121.4374115,31.02813193,102.7553177,0.384277344,-32.39068604,33.22338867,100,-11.81877,-11.81877
2017-12-01T14:30:16Z,121.4374106,31.02811998,102.7558823,-2.614929199,-32.30349731,33.57702637,100,-12.54967,-12.54967
2017-12-01T14:30:17Z,121.4374109,31.02811143,102.7558823,-6.14251709,-32.58990479,32.50354004,99,-14.44739,-14.44739
2017-12-01T14:30:18Z,121.4374128,31.02810351,102.755722,-2.311553955,-31.77999878,32.97668457,97,-12.03916,-12.03916
2017-12-01T14:30:19Z,121.4374141,31.02809622,102.7552261,-2.023345947,-33.35687256,31.56091309,96,-16.49739,-16.49739
2017-12-01T14:30:20Z,121.4374152,31.02808784,102.7548676,0.8331604,-32.54251099,33.07727051,94,-11.78241,-11.78241
2017-12-01T14:30:21Z,121.4374163,31.02807577,102.7547607,13.06097412,-31.91796875,30.01000977,92,-18.01341,-18.01341
